Symbol,Description,Price/Earnings (TTM),Price/Earnings (MRFY),Annual Dividend Yield,Price/Earnings (FYF),Price/Book (MRQ),Price/Sales (TTM),Price/Cash Flow (MRFY),Net Profit Margin (MRFY),Debt to Equity (MRQ),Return on Equity (TTM),Return on Assets (MRFY),Count
LEGH,Legacy Housing Corp,15.1,17.32,--,13.1,1.7,2.32,16.67,13.29%,0.02,13.82%,9.98%,1
LEN,Lennar Corp,9.82,10.53,0.84%,10.78,1.23,0.85,9.86,8.68%,0.54,13.29%,6.82%,1
LEVI,Levi Strauss & Co,18.65,17.52,3.22%,17.59,5.01,1.27,13.6,7.50%,0.69,34.29%,10.58%,1
LEVL,Level One Bancorp Inc,13.06,13.43,0.62%,13.63,1.18,3.15,12.43,25.03%,0.76,9.82%,1.04%,1
LFC,China Life Insurance Co Ltd,17.33,49.52,0.82%,9.02,1.53,1.28,59.46,1.88%,0.16,9.42%,1.02%,1
LFUS,Littelfuse Inc,31.35,28.74,1.00%,28.19,3.16,2.97,17.18,9.77%,0.45,10.19%,5.84%,1
LFVN,LifeVantage Corp,28.03,31.24,--,22.31,7.4,0.96,23.41,3.29%,0,31.15%,15.34%,1
LGIH,LGI Homes Inc,12.42,12.23,--,11.16,2.25,1.06,11.23,10.32%,0.97,22.51%,10.53%,1
LGL,LGL Group Inc,11.29,54.02,--,14.04,2.04,2.34,39.22,5.09%,0,20.31%,17.94%,1
LGND,Ligand Pharmaceuticals Inc,3.34,15.54,--,31.26,1.92,10.68,10.16,57.24%,0.74,76.74%,32.56%,1
LH,Laboratory Corporation of America Holdings,22.49,19.62,--,15.78,2.39,1.51,11.64,8.20%,0.86,10.84%,4.55%,1
LHCG,LHC Group Inc,47.07,62.25,--,32.05,3.16,2.18,47.13,4.36%,0.17,7.04%,5.65%,1
LHX,L3Harris Technologies Inc,26.29,26.66,1.43%,18.38,2.05,4.8,38.4,14.01%,0.28,8.95%,4.80%,1
LIN,Linde PLC,22.87,16.59,1.67%,30.14,2.3,4.17,18.72,27.99%,0.22,16.25%,8.45%,1
LIND,Lindblad Expeditions Holdings Inc,88.27,77.54,--,63.35,6.97,2.64,28.15,3.54%,1.69,7.99%,2.72%,1
LIVE,Live Ventures Inc,6.53,3.17,--,7.6,0.33,0.07,0.94,4.49%,1.29,10.41%,3.19%,1
LKFN,Lakeland Financial Corp,14.4,15.5,2.49%,14.64,2.1,6.18,14.42,41.80%,0.05,15.92%,1.78%,1
LKQ,LKQ Corp,24.16,22.22,--,14.56,2.17,0.84,12.35,4.65%,0.78,9.13%,4.37%,1
LLY,Eli Lilly and Co,29.72,41.86,2.14%,23.73,39.19,5.85,26.41,13.88%,4.04,53.98%,10.77%,1
LMAT,LeMaitre Vascular Inc,39.15,33.57,0.91%,42.2,5.51,6.47,27.82,21.35%,0,14.46%,12.31%,1
LMRK,Landmark Infrastructure Partners LP,79.57,4.13,9.13%,30.38,1.05,6.97,3.39,178.83%,1.06,1.27%,2.30%,1
LMST,Limestone Bancorp Inc,11.27,13.76,--,11.34,1.21,3.07,12.79,22.29%,0.25,11.50%,1.03%,1
LMT,Lockheed Martin Corp,19.8,23.72,2.32%,19.12,29.98,2,18.94,9.31%,3.25,245.74%,12.54%,1
LNC,Lincoln National Corp,15.19,7.98,2.71%,8.86,0.58,0.67,7.17,9.85%,0.3,4.65%,0.26%,1
LNDT,Liandi Clean Technology Inc,0.17,0.04,--,0.05,0.01,0.02,0.04,33.67%,0,8.60%,5.37%,1
LNN,Lindsay Corp,120.49,487.74,1.18%,42.77,4.17,2.58,69.67,0.53%,0.42,3.44%,1.84%,1
LNT,Alliant Energy Corp,24.69,25.4,2.58%,23.89,2.66,3.64,13.06,14.62%,1.07,11.13%,3.40%,1
LNTH,Lantheus Holdings Inc,22.15,18.69,--,17.1,7.43,2.19,13.82,11.80%,1.84,44.05%,8.34%,1
LNVGY,Lenovo Group Ltd,12.49,14.66,4.95%,12.97,2.06,0.17,5.97,1.29%,0.58,17.33%,2.59%,1
LOAN,Manhattan Bridge Capital Inc,13.64,13.12,7.66%,13.63,1.83,8.09,14.39,58.20%,0.83,13.36%,7.26%,1
LOB,Live Oak Bancshares Inc,34.8,15.04,0.64%,48.1,1.43,3.87,11.1,24.41%,0,4.36%,0.55%,1
LOGM,LogMeIn Inc,249.2,62.92,1.51%,16.77,1.52,3.35,11.21,5.96%,0.07,0.62%,0.46%,1
LONE,Lonestar Resources US Inc,1.46,4.82,--,-6.71,0.29,0.27,0.59,9.62%,2.57,23.38%,6.62%,1
LOPE,Grand Canyon Education Inc,17.56,19.82,--,17.09,3.28,6.09,17.08,27.09%,0.15,20.48%,17.13%,1
LOW,Lowe's Companies Inc,31.97,42.55,1.82%,21.22,37.81,1.29,23.64,3.25%,6.77,74.89%,7.71%,1
LPI,Laredo Petroleum Inc,12.33,1.9,--,3.41,0.58,0.75,1.17,29.35%,0.91,4.66%,2.12%,1
LPLA,LPL Financial Holdings Inc,15.07,20.01,1.03%,13.62,7.62,1.43,13.36,8.47%,2.31,55.37%,10.04%,1
LPT,Liberty Property Trust,44.8,58.34,2.72%,35.86,2.47,14.4,29.63,20.53%,0.79,5.71%,2.99%,1
LPX,Louisiana-Pacific Corp,64.98,11.24,1.74%,72.86,3.01,1.54,6.99,14.20%,0.29,4.16%,2.62%,1
LRCX,Lam Research Corp,21.69,21.48,1.56%,19.48,8.64,4.5,17.08,22.70%,0.78,41.40%,18.23%,1
LRN,K12 Inc,23.42,22.2,--,23.13,1.32,0.81,7.56,3.73%,0.01,5.96%,4.53%,1
LSBK,Lake Shore Bancorp Inc,23.41,23.2,3.15%,15.25,1.1,4.27,18.98,19.60%,0.42,4.86%,0.69%,1
LSI,Life Storage Inc,16.69,24.8,3.89%,20.28,2.4,9.07,16.54,37.68%,0.9,14.83%,7.67%,1
LSTR,Landstar System Inc,19.42,22.21,0.65%,19.38,5.94,1.05,17.6,4.58%,0.08,31.71%,16.90%,1
LSXMA,Liberty Media Corp,30.84,23.38,--,26.68,1.4,3.74,19.58,17.54%,0.83,4.67%,2.49%,1
LTC,LTC Properties Inc,18.27,11.61,5.05%,20.91,2.29,9.84,9.35,91.95%,0.87,12.28%,6.50%,1
LTHM,Livent Corp,15.01,8.87,--,17.7,2.07,2.62,7.78,28.63%,0.17,15.00%,11.58%,1
LTM,LATAM Airlines Group SA,51.96,32,0.92%,26.37,2.05,0.59,4.92,2.16%,2.96,3.52%,0.69%,1
LTUS,Lotus Pharmaceuticals Inc,0.22,0.02,--,0.01,0,0,0.02,19.84%,0.05,1.81%,1.55%,1
LULU,Lululemon Athletica Inc,54.33,64.04,--,48.86,19.55,8.16,49.86,14.94%,0,37.20%,23.50%,1
LUNA,Luna Innovations Inc,96.62,260.51,--,37.48,3.66,3.67,107.96,2.88%,0,4.32%,3.92%,1
LUV,Southwest Airlines Co,12.06,12.56,1.33%,12.26,2.86,1.27,7.74,11.22%,0.24,24.31%,9.15%,1
LVMUY,LVMH Moet Hennessy Louis Vuitton SE,32.22,33.55,1.47%,94.08,6.32,4.26,23.89,14.93%,0.47,20.79%,8.98%,1
LVS,Las Vegas Sands Corp,20.89,22.56,4.34%,22.55,10.16,3.97,13.11,21.91%,2.22,42.98%,14.02%,1
LW,Lamb Weston Holdings Inc,26.34,28.64,1.02%,25.62,65.69,3.36,22.49,11.32%,10.96,2974.12%,13.82%,1
LX,Lexinfintech Holdings Ltd,6.49,9.25,--,7.14,2.94,1.67,8.32,26.03%,0.36,63.95%,19.30%,1
LXP,Lexington Realty Trust,12.03,11.66,3.93%,17.05,1.79,8.03,6.78,57.98%,0.82,15.45%,7.11%,1
LYB,LyondellBasell Industries NV,9.32,7.41,4.70%,8.9,3.78,0.84,5.02,12.06%,1.22,36.76%,11.88%,1
LYG,Lloyds Banking Group PLC,11.2,10.89,5.21%,8.46,0.87,1.12,6.21,15.46%,2.37,7.91%,0.53%,1
LZB,La-Z-Boy Inc,20.93,21.8,1.78%,13.87,2.1,0.82,14.42,4.02%,0,10.63%,5.87%,1
M,Macy's Inc,5.87,5.08,8.48%,6.53,0.91,0.22,2.69,4.20%,0.78,16.15%,4.41%,1
MA,Mastercard Inc,46.69,56.33,0.51%,40.49,63.5,19.07,49.72,38.69%,1.56,127.60%,27.74%,1
MAA,Mid-America Apartment Communities Inc,57.64,68.73,3.02%,56.01,2.51,9.31,21.07,14.59%,0.74,4.28%,2.41%,1
MAC,Macerich Co,43.89,59.92,12.00%,54.97,1.31,3.79,8.75,7.18%,1.97,2.80%,0.97%,1
MAGS,Magal Security Systems Ltd,192.74,32.69,--,4.14,1.12,1.07,18.12,3.29%,0,0.48%,0.25%,1
MAN,ManpowerGroup Inc,12.38,11.5,2.23%,13.22,2.15,0.27,9.02,2.52%,0.36,17.77%,5.51%,1
MANH,Manhattan Associates Inc,56.98,52.79,--,50.66,35.05,8.72,46.88,18.72%,0,65.37%,28.37%,1
MANT,ManTech International Corp,34.52,39.05,1.34%,33.19,2.22,1.52,23.95,4.19%,0.02,6.57%,4.83%,1
MANU,Manchester United PLC,189.55,133.85,0.90%,20.06,6.16,4.03,15.81,3.01%,1.27,3.17%,0.93%,1
MAR,Marriott International Inc,36.63,27.6,1.32%,24.64,56.72,2.27,22.79,8.99%,12.59,85.20%,5.54%,1
MASI,Masimo Corp,48.52,47.4,--,51.8,7.95,9.65,40.9,22.65%,0,18.92%,15.86%,1
MATX,Matson Inc,18.29,14.75,2.29%,19.89,2.06,0.74,7.98,5.03%,1.05,11.76%,3.50%,1
MAYS,J.W. Mays Inc,35.11,39.92,--,30,1.1,2.95,17.4,7.40%,0.09,3.20%,2.25%,1
MBCN,Middlefield Banc Corp,12.76,13.31,2.35%,13.01,1.21,3.56,11.42,28.14%,0.09,9.99%,1.05%,1
MBIN,Merchants Bancorp,9.99,9.43,1.43%,9.65,1.35,3.79,9.35,45.05%,0,14.38%,1.24%,1
MBT,Mobil'nye Telesistemy PAO,8.9,8.75,8.74%,9.26,12.81,1.25,3.71,13.93%,9.73,121.40%,7.09%,1
MBUU,Malibu Boats Inc,11.67,12.46,--,10.01,3.88,1.1,9.38,10.19%,0.55,39.82%,17.21%,1
MBWM,Mercantile Bank Corp,12.15,13.93,3.06%,12.37,1.41,3.86,11.12,30.21%,0.11,12.13%,1.36%,1
MC,Moelis & Co,14.18,11.38,6.33%,15.42,4.56,2.48,8.88,23.48%,0,31.33%,20.20%,1
MCB,Metropolitan Bank Holding Corp,14.13,15.61,--,13.64,1.37,4.04,14.78,30.65%,0.16,10.29%,1.10%,1
MCBC,Macatawa Bank Corp,11.87,13.87,2.60%,11.78,1.73,4.44,12.66,34.20%,0.19,15.59%,1.52%,1
MCBS,Metrocity Bankshares Inc,10.35,11.09,2.43%,9.81,2.27,4.62,10.95,43.14%,0.02,24.66%,2.84%,1
MCCK,Mestek Inc,15.08,17.65,--,29.5,1.77,0.78,14.32,4.18%,0.08,11.38%,7.41%,1
MCEM,Monarch Cement Co,7.6,14.42,3.34%,59.91,1.17,0.92,4.99,8.64%,0,16.13%,13.50%,1
MCFT,Mastercraft Boat Holdings Inc,13.03,13.1,--,5.79,3.46,0.58,9.64,4.58%,1.3,30.89%,9.79%,1
MCHP,Microchip Technology Inc,70.29,75.06,1.32%,20.28,4.94,4.94,21.27,6.90%,1.57,7.53%,2.17%,1
MCO,Moody's Corp,36.16,38.56,0.81%,30.15,99.06,10.06,32.24,28.37%,10.02,302.19%,14.81%,1
MCPH,Midland Capital Holdings Corp,12.56,9.37,0.91%,17.5,0.47,1.29,7.08,12.70%,0,3.77%,0.42%,1
MCRAA,McRae Industries Inc,25.42,27.32,2.15%,24.18,0.76,0.69,17.75,2.58%,0,3.04%,2.83%,1
MCRI,Monarch Casino & Resort Inc,29.19,28.05,--,29.07,2.8,3.77,19.11,14.19%,0.47,10.52%,6.64%,1
MCS,Marcus Corp,23.11,17.1,2.09%,20.99,1.52,1.2,8.36,7.29%,0.41,7.42%,3.53%,1
MDC,MDC Holdings Inc,12.65,11.78,3.01%,11.18,1.47,0.81,10.76,6.87%,0.59,12.31%,6.61%,1
MDLZ,Mondelez International Inc,20.33,23.71,2.10%,21.98,2.92,3.04,26.94,8.05%,0.47,14.90%,5.32%,1
MDP,Meredith Corp,31.45,28.67,7.15%,5.07,1.56,0.48,4.66,4.05%,3.17,4.61%,1.92%,1
MDT,Medtronic PLC,34.7,34.69,1.82%,21.17,3.14,5.15,21.72,15.26%,0.49,9.23%,5.19%,1
MDXG,MiMedx Group Inc,23.14,66.02,--,21.97,5.48,2.57,44.66,4.89%,0,26.59%,19.61%,1
MED,Medifast Inc,18.05,23.72,4.13%,18.76,11.44,1.85,21.13,11.14%,0,66.14%,39.51%,1
MEDP,Medpace Holdings Inc,33.78,42.53,--,28.75,4.32,3.67,27.01,10.37%,0,14.84%,9.23%,1
MEET,Meet Group Inc,36.16,339.29,--,10.38,1.88,1.78,24.62,0.64%,0.16,5.54%,4.05%,1
MEI,Methode Electronics Inc,14.49,16.78,1.14%,11.59,1.96,1.38,11.02,8.68%,0.35,14.62%,7.88%,1
MELR,Melrose Bancorp Inc,36.77,33.6,1.38%,24.72,1.42,7.15,29.93,21.82%,0,3.70%,0.51%,1
MERC,Mercer International Inc,7.22,6.06,4.65%,27.53,1.31,0.46,3.45,8.82%,1.7,18.62%,6.19%,1
MESA,Mesa Air Group Inc,6.35,6.37,--,5.15,0.64,0.39,2.23,6.58%,1.59,11.89%,3.25%,1
MET,MetLife Inc,6.99,10.68,3.35%,9.52,0.71,0.71,8.59,7.54%,0.24,11.99%,1.02%,1
METC,Ramaco Resources Inc,5.28,5.49,--,4.18,0.84,0.61,3.73,11.02%,0.07,17.38%,12.47%,1
MFA,MFA Financial Inc,11.03,11.29,10.42%,9.76,1.02,4.61,12.02,49.18%,0.27,9.26%,2.72%,1
MFG,Mizuho Financial Group Inc,7.36,7.36,4.52%,12.19,0.48,1.71,5.43,24.30%,1.46,6.74%,0.30%,1
MFNC,Mackinac Financial Corp,12.86,17.75,3.36%,12.57,1.12,2.99,16.31,16.28%,0,8.99%,1.07%,1
MFSF,MutualFirst Financial Inc,15.08,17.6,2.06%,14.74,1.49,3.82,13.53,22.82%,0.08,10.78%,1.09%,1
MG,Mistras Group Inc,71.88,48.36,--,41.11,1.38,0.51,9.03,1.09%,0.98,1.95%,0.85%,1
MGEE,MGE Energy Inc,30.75,31.61,1.84%,76.78,3.13,4.69,18.93,15.05%,0.6,10.41%,4.28%,1
MGIC,Magic Software Enterprises Ltd,25.98,24.58,2.93%,17.49,2.06,1.66,13.68,8.71%,0.08,8.01%,6.61%,1
MGLN,Magellan Health Inc,281.52,78.04,--,21.58,1.34,0.25,11.63,0.34%,0.51,0.57%,0.25%,1
MGM,MGM Resorts International,"42,576.92",40.97,1.57%,87.17,2.82,1.34,9.71,4.96%,2.47,0.03%,0.50%,1
MGP,MGM Growth Properties LLC,39.17,32.62,6.12%,31.65,1.41,13.77,24.95,24.41%,2.34,3.65%,2.22%,1
MGPI,MGP Ingredients Inc,22.35,22.65,0.81%,19.07,3.81,2.23,17.19,9.91%,0.19,18.20%,12.98%,1
MGRC,McGrath RentCorp,20.13,23.96,1.93%,20.39,3.05,3.39,11.67,15.93%,0.49,16.16%,7.55%,1
MGY,Magnolia Oil & Gas Corp,28.09,7.68,--,37.76,1.83,3.37,5.25,34.11%,0.22,4.19%,3.76%,1
MGYR,Magyar Bancorp Inc,24.09,24.09,--,12.4,1.32,3.2,18.66,13.30%,0,5.65%,0.48%,1
MHGU,Meritage Hospitality Group Inc,35,9.53,0.00%,19.8,10.55,0.98,4.96,3.02%,2.7,35.09%,5.50%,1
MHH,Mastech Digital Inc,11.69,16.8,--,18.66,2.63,0.61,11.39,3.92%,0.51,25.97%,10.57%,1
MHK,Mohawk Industries Inc,12.65,10.72,--,12.74,1.18,0.91,6.43,8.95%,0.19,9.58%,5.59%,1
MHO,M/I Homes Inc,10.18,11.54,--,8.98,1.25,0.48,10.03,4.71%,0.89,13.21%,5.58%,1
MIC,Macquarie Infrastructure Corp,79.62,56.64,8.84%,22.56,1.36,2.25,11.97,3.67%,0.92,1.86%,1.08%,1
MIDD,Middleby Corp,17.96,19.13,--,16.38,3.3,2.09,14.78,11.65%,1.05,19.72%,7.11%,1
MITSY,Mitsui & Co Ltd,8.03,8.25,--,358.92,0.81,0.48,5.49,6.21%,1,10.02%,3.73%,1
MIXT,MIX Telematics Ltd,18.58,22.65,1.87%,19.01,2.51,2.27,10.5,10.24%,0.06,14.35%,10.16%,1
MJCO,Majesco,58.02,41.57,--,7.33,3.17,2.2,28.26,4.95%,0,7.12%,4.21%,1
MKC,McCormick & Company Inc,31.04,34.62,1.51%,30.69,6.29,4.07,29.19,11.04%,1.11,21.57%,6.48%,1
MKSI,MKS Instruments Inc,34.89,15.09,0.74%,24.6,2.97,3.15,12.43,18.90%,0.44,8.94%,5.72%,1
MKTAY,Makita Corp,21.79,19.95,--,37.43,1.99,2.33,16.99,11.45%,0.02,9.07%,7.70%,1
MKTX,Marketaxess Holdings Inc,68.78,79.7,0.56%,67.04,19.75,27.76,70.15,39.59%,0,31.43%,26.65%,1
MKTY,Mechanical Technology Inc,5.21,4.39,--,0.9,2.19,1.12,4.24,24.01%,0,34.08%,27.96%,1
MLAB,Mesa Laboratories Inc,107.23,138.18,0.25%,69.83,4.91,10.73,66.4,7.30%,0.6,5.93%,3.60%,1
MLCO,Melco Resorts & Entertainment Ltd,25.31,31.82,2.79%,23.98,4.44,1.96,12.14,6.86%,1.71,17.86%,4.77%,1
MLHR,Herman Miller Inc,11.44,15.12,2.09%,12.06,2.81,0.9,10.55,5.95%,0.33,27.25%,11.90%,1
MLI,Mueller Industries Inc,17.57,17,1.29%,20.39,2.91,0.72,11.1,4.76%,0.71,16.94%,8.98%,1
MLKNA,MedLink International Inc,0,0.02,--,0,0,0,0.01,3.38%,0,9.37%,3.66%,1
MLM,Martin Marietta Materials Inc,30.24,37.26,0.79%,27.9,3.26,3.71,21.25,11.08%,0.52,11.21%,5.81%,1
MLNX,Mellanox Technologies Ltd,38.31,48.39,--,18.38,4.25,5.32,27.98,12.33%,0,12.49%,10.08%,1
MLP,Maui Land & Pineapple Company Inc,87.19,415.64,--,10.84,6.64,17.28,89.56,4.51%,0,7.84%,5.19%,1
MLR,Miller Industries Inc,11.06,12.09,2.04%,35.31,1.62,0.51,9.81,4.67%,0.04,15.59%,9.58%,1
MLVF,Malvern Bancorp Inc,18.69,18.68,--,22.82,1.24,5.59,17.55,29.47%,0.17,7.37%,0.81%,1
MMC,Marsh & McLennan Companies Inc,37.79,34.7,1.63%,24.06,7.4,3.5,26.11,11.14%,1.5,20.04%,5.91%,1
MMI,Marcus & Millichap Inc,17.87,16.83,--,19.59,3.09,1.83,15.59,10.71%,0,19.29%,14.03%,1
MMM,3M Co,21.6,19.66,3.19%,19.95,9.7,3.25,14.77,16.91%,1.64,46.84%,12.33%,1
MMND,Mastermind Inc,29.57,23.53,--,0.67,10.49,4.12,24.04,17.50%,0,45.96%,38.67%,1
MMP,Magellan Midstream Partners LP,13.99,10.99,6.36%,14.57,5.48,5.13,9.16,47.19%,1.76,40.16%,13.12%,1
MMS,Maximus Inc,20.15,20.15,1.50%,18.65,3.83,1.66,14.69,8.31%,0,20.62%,14.96%,1
MMSI,Merit Medical Systems Inc,89.08,41.35,--,24.54,2.02,1.97,16.68,5.12%,0.46,2.35%,1.44%,1
MN,Manning & Napier Inc,14.8,8.88,4.21%,11.88,0.18,0.21,1.2,14.25%,0,1.47%,8.14%,1
MNDO,Mind CTI Ltd,9.39,9.39,10.55%,2.47,2.33,2.27,9.19,28.31%,0,25.84%,19.01%,1
MNR,Monmouth Real Estate Investment Corp,131.36,120.99,4.77%,34.55,2.07,8.73,23.79,18.80%,0.83,1.88%,1.66%,1
MNRL,Brigham Minerals Inc,53.93,26.97,6.98%,34.12,16.13,12.55,22.69,49.60%,0.07,7.76%,2.69%,1
MNRO,Monro Inc,31.86,31.84,1.17%,30.21,3.4,2.02,18.51,6.64%,0.6,11.43%,5.57%,1
MNST,Monster Beverage Corp,32.86,37.06,--,32.08,8.6,8.67,33.85,26.13%,0,27.34%,21.86%,1
MO,Altria Group Inc,54.27,13.27,6.69%,11.92,8.9,3.72,12.71,28.21%,2.55,13.38%,3.61%,1
MOD,Modine Manufacturing Co,11.95,4.77,--,8.76,0.7,0.17,2.34,3.53%,0.45,5.89%,2.00%,1
MOFG,Midwestone Financial Group Inc,12.93,14.06,2.32%,11.99,1.13,3.55,15.28,23.57%,0.18,8.94%,0.96%,1
MOG/A,Moog Inc,17.7,17.7,1.11%,16.37,2.37,1.13,12.41,6.19%,0.63,14.11%,5.91%,1
MOH,Molina Healthcare Inc,12.2,13.58,--,12.38,4.93,0.52,10.78,3.74%,0.8,45.40%,10.44%,1
MOMO,Momo Inc,22.72,19.77,--,13.09,4.27,3.3,17.9,20.43%,0.41,22.65%,12.96%,1
MORN,Morningstar Inc,40.2,36.57,0.77%,155.64,6.39,6.01,23.64,18.15%,0.51,16.94%,9.09%,1
MOV,Movado Group Inc,9.53,8.75,3.98%,12.32,0.89,0.46,4.83,7.96%,0.1,9.82%,5.98%,1
MPAD,Micropac Industries Inc,11.87,23.31,--,13.5,1.3,1.39,19.21,7.12%,0,11.54%,10.59%,1
MPB,Mid Penn Bancorp Inc,13.42,19.1,2.54%,13.27,1.02,2.98,17.03,16.71%,0.38,7.89%,0.84%,1
MPC,Marathon Petroleum Corp,12.93,11.4,3.52%,13.91,1.16,0.31,6.41,3.71%,0.84,12.86%,5.54%,1
MPLX,MPLX LP,12.42,11.77,10.06%,11.2,0.62,3.38,11.3,28.54%,1.14,16.44%,7.77%,1
MPW,Medical Properties Trust Inc,26.43,7.69,4.89%,25.06,1.64,14.15,9.56,129.82%,1.02,6.11%,3.07%,1
MPWR,Monolithic Power Systems Inc,77.64,74.03,0.90%,45.66,10.46,12.5,64.63,18.30%,0,15.39%,12.32%,1
MPX,Marine Products Corp,15.65,16.35,3.56%,16.07,5.58,1.5,15.13,9.54%,0,35.33%,25.24%,1
MR,Montage Resources Corp,2.91,6.46,--,2.8,0.22,0.34,1.42,3.65%,0.64,6.49%,3.14%,1
MRBK,Meridian Corp,13.12,15.59,--,13.16,1.08,1.9,13.23,12.56%,0.1,8.64%,0.93%,1
MRC,MRC Global Inc,25.06,26.74,--,20.81,1.68,0.29,9.78,1.70%,0.61,6.36%,2.75%,1
MRCR,Moro Corp,8.37,8.37,--,0.86,0.71,0.07,3.4,0.88%,0.43,7.77%,1.78%,1
MRCY,Mercury Systems Inc,63.32,75.9,--,34.97,3.08,5.91,43.63,7.14%,0,5.65%,4.50%,1
MRK,Merck & Co Inc,24.07,36.85,2.73%,17.32,8.51,4.96,20.72,15.33%,0.84,32.63%,11.33%,1
MRLN,Marlin Business Services Corp,10.49,10.62,2.64%,9.93,1.24,2.13,9.18,22.13%,0.44,12.32%,2.12%,1
MRO,Marathon Oil Corp,12.14,10.19,1.52%,16.73,0.86,1.85,2.98,17.50%,0.4,7.32%,4.22%,1
MRTI,Maxus Realty Trust Inc,124.55,100.91,6.00%,120,16.9,3.78,13.7,5.31%,22.62,23.69%,1.04%,1
MRTN,Marten Transport Ltd,18.92,21.01,0.57%,19.05,1.97,1.38,7.98,6.99%,0,10.65%,8.00%,1
MS,Morgan Stanley,11.15,11.03,2.68%,10.63,1.15,1.62,8.28,17.71%,2.35,10.81%,0.96%,1
MSA,MSA Safety Inc,39.49,41.88,1.28%,26.91,7.27,3.66,31.59,9.07%,0.5,19.26%,7.84%,1
MSAH,Man Shing Agricultural Holdings Inc,0.03,0.03,--,0.01,0.01,0.01,0.03,33.54%,0,34.94%,29.35%,1
MSBF,MSB Financial Corp,22.06,19.54,--,17.5,1.42,4.92,16.78,25.79%,0,6.12%,0.70%,1
MSBI,Midland States Bancorp Inc,11.79,17.19,3.40%,11.95,1.06,2.59,12.48,15.65%,0.37,9.43%,1.00%,1
MSEX,Middlesex Water Co,31.19,31.31,1.67%,31.38,3.71,7.87,22.11,23.50%,0.82,12.54%,4.00%,1
MSFT,Microsoft Corp,32.3,33.99,1.26%,29.91,11.61,9.48,25.39,29.24%,0.7,40.26%,14.41%,1
MSM,MSC Industrial Direct Co Inc,14.95,14.53,3.97%,15.57,2.77,1.25,11.84,8.59%,0.18,19.39%,12.16%,1
MSTR,MicroStrategy Inc,58.12,83.78,--,48.01,2.84,3.02,52.79,3.90%,0,4.43%,2.83%,1
MSVB,Mid-Southern Bancorp Inc,35.75,32.5,0.59%,13.47,0.94,5.99,30.95,19.13%,0,2.61%,0.63%,1
MT,ArcelorMittal SA,8.14,3.26,1.22%,157.88,0.4,0.22,2.08,7.01%,0.26,5.00%,2.54%,1
MTB,M&T Bank Corp,11.93,13.03,2.65%,12.24,1.51,3.53,11.09,32.35%,0.44,13.23%,1.64%,1
MTCH,Match Group Inc,49.12,54.44,--,48.41,107.4,12.44,48.41,27.15%,7.05,119.67%,22.03%,1
MTD,Mettler-Toledo International Inc,37.29,40.84,--,36.09,45.44,6.68,33.14,17.58%,2.57,114.06%,21.30%,1
MTDR,Matador Resources Co,10.6,7.55,--,17.13,1.18,2.16,3.76,33.32%,0.84,12.00%,6.58%,1
MTG,MGIC Investment Corp,7.78,7.79,1.73%,7.79,1.16,4.08,6.65,59.63%,0.2,17.11%,11.09%,1
MTH,Meritage Homes Corp,11.43,11.57,--,11.23,1.3,0.69,9.72,6.36%,0.69,12.20%,6.18%,1
MTLS,Materialise NV,"1,074.39",285.98,--,244.32,6.61,4.6,44.1,1.64%,0.85,0.63%,0.28%,1
MTN,Vail Resorts Inc,34.54,34.36,2.80%,31.46,7.77,4.36,18.69,14.24%,1.54,22.90%,6.92%,1
MTOR,Meritor Inc,7.62,7.64,--,9.07,5.37,0.45,5.39,6.65%,2.34,85.42%,10.54%,1
MTRN,Materion Corp,236.33,126.03,0.74%,18.74,2.03,1.01,26.86,0.81%,0.03,1.02%,0.71%,1
MTRX,Matrix Service Co,18.51,21.1,--,17.12,1.62,0.42,12.92,1.98%,0.03,9.36%,5.05%,1
MTSC,MTS Systems Corp,22.87,22.85,2.44%,20.76,1.94,1.05,11.79,4.68%,1,8.68%,3.43%,1
MTX,Minerals Technologies Inc,13.78,12.02,0.36%,13.26,1.38,1.08,7.46,9.14%,0.6,10.50%,4.63%,1
MTZ,MasTec Inc,14.34,19.96,--,11.94,2.81,0.64,10.26,3.56%,0.73,20.69%,6.69%,1
MU,Micron Technology Inc,18.61,10.28,--,25.21,1.72,3.05,5.35,27.11%,0.14,9.82%,7.44%,1
MUEL,Paul Mueller Co,11.41,12.46,--,27.5,1.12,0.18,3.9,1.31%,0.52,9.77%,2.14%,1
MUFG,Mitsubishi UFJ Financial Group Inc,8.95,8.59,4.13%,7.94,0.44,1.6,6.12,19.69%,1.67,5.03%,0.29%,1
MUR,Murphy Oil Corp,15.92,16.95,3.68%,28.07,0.75,1.49,3.39,11.29%,0.49,5.41%,3.46%,1
MUSA,Murphy Usa Inc,19.39,17.19,--,20.18,4.4,0.24,9.85,1.49%,1.24,24.50%,7.47%,1
MVAC,Motorvac Technologies Inc,0.06,0.07,--,0.02,0.01,0.01,0.05,9.25%,0,26.28%,19.22%,1
MVBF,MVB Financial Corp,11.99,25.03,1.24%,11.05,1.35,2.31,18.53,13.23%,0.02,13.80%,1.38%,1
MWA,Mueller Water Products Inc,29.79,29.79,1.77%,18.88,3.16,1.93,16.08,6.53%,0.75,10.96%,4.81%,1
MXCYY,Metso Oyj,17.82,22.68,3.46%,17.58,3.56,1.44,17.83,7.22%,0.54,20.90%,8.15%,1
